Timestamp,Vehicle Count,Density,Cars,Motorcycles,Buses,Trucks
2026-07-10 08:03:33,18,HIGH,14,0,0,4
2026-07-10 08:03:33,19,HIGH,15,0,0,4
2026-07-10 08:03:33,21,HIGH,17,0,0,4
2026-07-10 08:03:33,20,HIGH,16,0,0,4
2026-07-10 08:03:34,19,HIGH,16,0,0,3
2026-07-10 08:03:34,19,HIGH,17,0,0,2
2026-07-10 08:03:34,22,HIGH,19,0,0,3
2026-07-10 08:03:34,20,HIGH,18,0,0,2
2026-07-10 08:03:34,20,HIGH,17,0,0,3
2026-07-10 08:03:34,21,HIGH,18,0,0,3
2026-07-10 08:03:34,19,HIGH,17,0,0,2
2026-07-10 08:03:34,20,HIGH,18,0,0,2
2026-07-10 08:03:34,17,HIGH,15,0,0,2
2026-07-10 08:03:34,18,HIGH,15,0,0,3
2026-07-10 08:03:35,18,HIGH,14,0,0,4
2026-07-10 08:03:35,18,HIGH,14,0,0,4
2026-07-10 08:03:35,19,HIGH,15,0,0,4
2026-07-10 08:03:35,17,HIGH,14,0,0,3
2026-07-10 08:03:35,19,HIGH,15,0,0,4
2026-07-10 08:03:35,18,HIGH,14,0,0,4
2026-07-10 08:03:35,19,HIGH,15,0,0,4
2026-07-10 08:03:35,19,HIGH,14,0,0,5
2026-07-10 08:03:35,20,HIGH,15,0,0,5
2026-07-10 08:03:36,20,HIGH,15,0,0,5
2026-07-10 08:03:36,19,HIGH,14,0,0,5
2026-07-10 08:03:36,20,HIGH,15,0,0,5
2026-07-10 08:03:36,20,HIGH,15,0,0,5
2026-07-10 08:03:36,19,HIGH,14,0,0,5
2026-07-10 08:03:36,20,HIGH,15,0,0,5
2026-07-10 08:03:36,19,HIGH,14,0,0,5
2026-07-10 08:03:36,21,HIGH,14,0,1,6
2026-07-10 08:03:36,21,HIGH,14,0,1,6
2026-07-10 08:03:37,18,HIGH,13,0,0,5
2026-07-10 08:03:37,20,HIGH,15,0,0,5
2026-07-10 08:03:37,19,HIGH,13,0,0,6
2026-07-10 08:03:37,19,HIGH,13,0,0,6
2026-07-10 08:03:37,14,MEDIUM,9,0,0,5
2026-07-10 08:03:37,15,MEDIUM,10,0,0,5
2026-07-10 08:03:37,13,MEDIUM,9,0,0,4
2026-07-10 08:03:37,14,MEDIUM,10,0,1,3
2026-07-10 08:03:38,15,MEDIUM,10,0,1,4
2026-07-10 08:03:38,14,MEDIUM,10,0,0,4
2026-07-10 08:03:38,12,MEDIUM,8,0,1,3
2026-07-10 08:03:38,13,MEDIUM,9,0,1,3
2026-07-10 08:03:38,12,MEDIUM,8,0,1,3
2026-07-10 08:03:38,12,MEDIUM,8,0,0,4
2026-07-10 08:03:38,13,MEDIUM,10,0,0,3
2026-07-10 08:03:38,15,MEDIUM,12,0,0,3
2026-07-10 08:03:38,17,HIGH,13,0,1,3
2026-07-10 08:03:39,15,MEDIUM,11,0,1,3
2026-07-10 08:03:39,16,HIGH,12,0,1,3
2026-07-10 08:03:39,15,MEDIUM,11,0,1,3
2026-07-10 08:03:39,14,MEDIUM,10,0,1,3
2026-07-10 08:03:39,13,MEDIUM,9,0,1,3
2026-07-10 08:03:39,13,MEDIUM,9,0,1,3
2026-07-10 08:03:39,13,MEDIUM,9,0,2,2
2026-07-10 08:03:39,14,MEDIUM,10,0,1,3
2026-07-10 08:03:39,15,MEDIUM,11,0,0,4
2026-07-10 08:03:39,15,MEDIUM,10,0,1,4
2026-07-10 08:03:39,16,HIGH,11,0,1,4
2026-07-10 08:03:40,14,MEDIUM,11,0,0,3
2026-07-10 08:03:40,13,MEDIUM,10,0,0,3
2026-07-10 08:03:40,14,MEDIUM,10,0,0,4
2026-07-10 08:03:40,13,MEDIUM,9,0,0,4
2026-07-10 08:03:40,14,MEDIUM,10,0,0,4
2026-07-10 08:03:40,13,MEDIUM,10,0,0,3
2026-07-10 08:03:40,14,MEDIUM,10,0,0,4
2026-07-10 08:03:40,14,MEDIUM,10,0,0,4
2026-07-10 08:03:40,14,MEDIUM,10,0,0,4
2026-07-10 08:03:40,13,MEDIUM,9,0,0,4
2026-07-10 08:03:40,13,MEDIUM,9,0,0,4
2026-07-10 08:03:41,13,MEDIUM,9,0,0,4
2026-07-10 08:03:41,15,MEDIUM,9,0,1,5
2026-07-10 08:03:41,14,MEDIUM,9,0,1,4
2026-07-10 08:03:41,13,MEDIUM,9,0,1,3
2026-07-10 08:03:41,13,MEDIUM,10,0,0,3
2026-07-10 08:03:41,13,MEDIUM,11,0,0,2
2026-07-10 08:03:41,13,MEDIUM,10,0,0,3
2026-07-10 08:03:41,13,MEDIUM,11,0,0,2
2026-07-10 08:03:41,13,MEDIUM,10,0,1,2
2026-07-10 08:03:41,12,MEDIUM,10,0,0,2
2026-07-10 08:03:41,14,MEDIUM,12,0,0,2
2026-07-10 08:03:41,14,MEDIUM,12,0,0,2
2026-07-10 08:03:41,14,MEDIUM,10,0,0,4
2026-07-10 08:03:42,14,MEDIUM,11,0,0,3
2026-07-10 08:03:42,12,MEDIUM,9,0,0,3
2026-07-10 08:03:42,14,MEDIUM,10,0,0,4
2026-07-10 08:03:42,12,MEDIUM,9,0,0,3
2026-07-10 08:03:42,12,MEDIUM,9,0,0,3
2026-07-10 08:03:42,13,MEDIUM,10,0,0,3
2026-07-10 08:03:42,13,MEDIUM,11,0,0,2
2026-07-10 08:03:42,13,MEDIUM,10,0,0,3
2026-07-10 08:03:42,12,MEDIUM,8,0,0,4
2026-07-10 08:03:42,11,MEDIUM,8,0,0,3
2026-07-10 08:03:42,11,MEDIUM,8,0,0,3
2026-07-10 08:03:42,12,MEDIUM,9,0,0,3
2026-07-10 08:03:42,10,MEDIUM,9,0,0,1
2026-07-10 08:03:42,11,MEDIUM,10,0,0,1
2026-07-10 08:03:42,12,MEDIUM,11,0,0,1
2026-07-10 08:03:42,11,MEDIUM,8,0,0,3
2026-07-10 08:03:42,10,MEDIUM,9,0,0,1
2026-07-10 08:03:43,11,MEDIUM,8,0,0,3
2026-07-10 08:03:43,9,MEDIUM,7,0,0,2
2026-07-10 08:03:43,10,MEDIUM,8,0,0,2
2026-07-10 08:03:43,11,MEDIUM,8,0,0,3
2026-07-10 08:03:43,11,MEDIUM,8,0,0,3
2026-07-10 08:03:43,13,MEDIUM,10,0,0,3
2026-07-10 08:03:43,13,MEDIUM,10,0,0,3
2026-07-10 08:03:43,13,MEDIUM,11,0,0,2
2026-07-10 08:03:43,13,MEDIUM,11,0,0,2
2026-07-10 08:03:43,13,MEDIUM,11,0,0,2
2026-07-10 08:03:43,13,MEDIUM,11,0,0,2
2026-07-10 08:03:43,13,MEDIUM,11,0,0,2
2026-07-10 08:03:43,12,MEDIUM,9,0,0,3
2026-07-10 08:03:43,12,MEDIUM,9,0,0,3
2026-07-10 08:03:43,13,MEDIUM,9,0,0,4
2026-07-10 08:03:43,13,MEDIUM,10,0,0,3
2026-07-10 08:03:43,12,MEDIUM,9,0,0,3
2026-07-10 08:03:43,15,MEDIUM,12,0,0,3
2026-07-10 08:03:44,16,HIGH,13,0,0,3
2026-07-10 08:03:44,15,MEDIUM,11,0,1,3
2026-07-10 08:03:44,17,HIGH,13,1,0,3
2026-07-10 08:03:44,16,HIGH,13,0,0,3
2026-07-10 08:03:44,14,MEDIUM,11,0,0,3
2026-07-10 08:03:44,13,MEDIUM,9,1,0,3
2026-07-10 08:03:44,15,MEDIUM,11,0,1,3
2026-07-10 08:03:44,15,MEDIUM,11,0,1,3
2026-07-10 08:03:44,15,MEDIUM,11,0,1,3
2026-07-10 08:03:44,15,MEDIUM,11,1,0,3
2026-07-10 08:03:44,14,MEDIUM,11,0,0,3
2026-07-10 08:03:44,14,MEDIUM,11,0,0,3
2026-07-10 08:03:44,14,MEDIUM,11,0,0,3
2026-07-10 08:03:44,14,MEDIUM,11,0,0,3
2026-07-10 08:03:44,13,MEDIUM,10,0,0,3
2026-07-10 08:03:44,14,MEDIUM,11,0,0,3
2026-07-10 08:03:44,15,MEDIUM,12,0,0,3
2026-07-10 08:03:44,16,HIGH,12,0,0,4
2026-07-10 08:03:45,16,HIGH,12,0,0,4
2026-07-10 08:03:45,17,HIGH,13,0,0,4
2026-07-10 08:03:45,16,HIGH,12,0,1,3
2026-07-10 08:03:45,15,MEDIUM,13,0,0,2
2026-07-10 08:03:45,15,MEDIUM,12,0,0,3
2026-07-10 08:03:45,16,HIGH,12,0,0,4
2026-07-10 08:03:45,14,MEDIUM,10,0,0,4
2026-07-10 08:03:45,16,HIGH,11,0,0,5
2026-07-10 08:03:45,15,MEDIUM,10,0,0,5
2026-07-10 08:03:45,13,MEDIUM,9,0,0,4
2026-07-10 08:03:45,14,MEDIUM,10,0,0,4
2026-07-10 08:03:45,12,MEDIUM,9,0,0,3
2026-07-10 08:03:45,12,MEDIUM,8,0,0,4
2026-07-10 08:03:45,15,MEDIUM,11,0,1,3
2026-07-10 08:03:45,14,MEDIUM,10,0,1,3
2026-07-10 08:03:45,11,MEDIUM,8,0,1,2
2026-07-10 08:03:45,15,MEDIUM,11,0,1,3
2026-07-10 08:03:45,14,MEDIUM,10,0,1,3
2026-07-10 08:03:45,15,MEDIUM,11,0,1,3
2026-07-10 08:03:46,13,MEDIUM,9,0,0,4
2026-07-10 08:03:46,13,MEDIUM,10,0,0,3
2026-07-10 08:03:46,12,MEDIUM,8,0,1,3
2026-07-10 08:03:46,13,MEDIUM,9,0,1,3
2026-07-10 08:03:46,15,MEDIUM,11,0,1,3
2026-07-10 08:03:46,14,MEDIUM,10,1,0,3
2026-07-10 08:03:46,13,MEDIUM,10,0,0,3
2026-07-10 08:03:46,12,MEDIUM,9,0,0,3
2026-07-10 08:03:46,13,MEDIUM,10,0,0,3
2026-07-10 08:03:46,14,MEDIUM,11,0,0,3
2026-07-10 08:03:46,15,MEDIUM,10,0,1,4
2026-07-10 08:03:46,14,MEDIUM,10,0,0,4
2026-07-10 08:03:46,14,MEDIUM,10,0,0,4
2026-07-10 08:03:46,15,MEDIUM,10,0,1,4
2026-07-10 08:03:46,14,MEDIUM,8,0,1,5
2026-07-10 08:03:46,15,MEDIUM,9,0,1,5
2026-07-10 08:03:46,13,MEDIUM,9,0,1,3
2026-07-10 08:03:46,13,MEDIUM,9,0,1,3
2026-07-10 08:03:47,12,MEDIUM,8,0,1,3
2026-07-10 08:03:47,11,MEDIUM,8,0,1,2
2026-07-10 08:03:47,13,MEDIUM,9,0,2,2
2026-07-10 08:03:47,13,MEDIUM,8,1,1,3
2026-07-10 08:03:47,12,MEDIUM,8,1,1,2
2026-07-10 08:03:47,13,MEDIUM,9,0,1,3
2026-07-10 08:03:47,11,MEDIUM,8,0,1,2
2026-07-10 08:03:47,10,MEDIUM,7,0,1,2
2026-07-10 08:03:47,10,MEDIUM,7,0,1,2
2026-07-10 08:03:47,11,MEDIUM,7,1,1,2
2026-07-10 08:03:47,10,MEDIUM,7,0,1,2
2026-07-10 08:03:47,11,MEDIUM,7,0,1,3
2026-07-10 08:03:47,10,MEDIUM,7,0,1,2
2026-07-10 08:03:47,12,MEDIUM,8,0,1,3
2026-07-10 08:03:47,11,MEDIUM,8,1,1,1
2026-07-10 08:03:47,13,MEDIUM,8,1,1,3
2026-07-10 08:03:47,13,MEDIUM,9,0,1,3
2026-07-10 08:03:47,12,MEDIUM,9,1,0,2
2026-07-10 08:03:48,13,MEDIUM,10,0,1,2
2026-07-10 08:03:48,13,MEDIUM,11,0,0,2
2026-07-10 08:03:48,11,MEDIUM,9,0,0,2
2026-07-10 08:03:48,12,MEDIUM,10,1,0,1
2026-07-10 08:03:48,12,MEDIUM,10,1,0,1
2026-07-10 08:03:48,10,MEDIUM,9,0,0,1
2026-07-10 08:03:48,10,MEDIUM,9,0,0,1
2026-07-10 08:03:48,9,MEDIUM,8,0,0,1
2026-07-10 08:03:48,12,MEDIUM,11,0,0,1
2026-07-10 08:03:48,13,MEDIUM,11,1,0,1
2026-07-10 08:03:48,10,MEDIUM,9,0,0,1
2026-07-10 08:03:48,11,MEDIUM,10,0,0,1
2026-07-10 08:03:48,14,MEDIUM,11,0,0,3
2026-07-10 08:03:48,13,MEDIUM,10,0,0,3
2026-07-10 08:03:48,13,MEDIUM,10,0,0,3
2026-07-10 08:03:48,13,MEDIUM,10,1,0,2
2026-07-10 08:03:48,13,MEDIUM,10,0,0,3
2026-07-10 08:03:49,11,MEDIUM,8,0,0,3
2026-07-10 08:03:49,11,MEDIUM,8,0,0,3
2026-07-10 08:03:49,12,MEDIUM,9,0,0,3
2026-07-10 08:03:49,12,MEDIUM,9,0,0,3
2026-07-10 08:03:49,14,MEDIUM,9,1,0,4
2026-07-10 08:03:49,15,MEDIUM,9,1,1,4
2026-07-10 08:03:49,14,MEDIUM,10,0,0,4
2026-07-10 08:03:49,15,MEDIUM,10,0,1,4
2026-07-10 08:03:49,14,MEDIUM,9,0,1,4
2026-07-10 08:03:49,14,MEDIUM,9,0,2,3
2026-07-10 08:03:49,16,HIGH,9,1,2,4
2026-07-10 08:03:49,13,MEDIUM,8,0,2,3
2026-07-10 08:03:49,17,HIGH,9,1,2,5
2026-07-10 08:03:49,15,MEDIUM,8,1,2,4
2026-07-10 08:03:49,15,MEDIUM,8,0,2,5
2026-07-10 08:03:49,14,MEDIUM,8,1,2,3
2026-07-10 08:03:49,13,MEDIUM,7,0,2,4
2026-07-10 08:03:49,12,MEDIUM,7,0,1,4
2026-07-10 08:03:50,13,MEDIUM,8,0,1,4
2026-07-10 08:03:50,14,MEDIUM,9,0,1,4
2026-07-10 08:03:50,13,MEDIUM,9,0,0,4
2026-07-10 08:03:50,13,MEDIUM,9,0,1,3
2026-07-10 08:03:50,13,MEDIUM,9,0,0,4
2026-07-10 08:03:50,13,MEDIUM,9,0,0,4
2026-07-10 08:03:50,15,MEDIUM,10,0,1,4
2026-07-10 08:03:50,16,HIGH,10,1,1,4
2026-07-10 08:03:50,13,MEDIUM,10,0,0,3
2026-07-10 08:03:50,14,MEDIUM,11,0,1,2
2026-07-10 08:03:50,14,MEDIUM,11,0,1,2
2026-07-10 08:03:50,16,HIGH,10,0,1,5
2026-07-10 08:03:50,16,HIGH,10,0,1,5
2026-07-10 08:03:50,16,HIGH,11,0,2,3
2026-07-10 08:03:50,17,HIGH,11,0,1,5
2026-07-10 08:03:50,16,HIGH,11,0,1,4
2026-07-10 08:03:51,17,HIGH,12,0,1,4
2026-07-10 08:03:51,16,HIGH,11,0,1,4
2026-07-10 08:03:51,16,HIGH,12,0,2,2
2026-07-10 08:03:51,17,HIGH,13,0,2,2
2026-07-10 08:03:51,19,HIGH,14,0,2,3
2026-07-10 08:03:51,17,HIGH,13,0,2,2
2026-07-10 08:03:51,17,HIGH,12,0,2,3
2026-07-10 08:03:51,16,HIGH,12,0,1,3
2026-07-10 08:03:51,17,HIGH,12,0,1,4
2026-07-10 08:03:51,17,HIGH,12,0,3,2
2026-07-10 08:03:51,16,HIGH,12,0,2,2
2026-07-10 08:03:51,15,MEDIUM,11,0,2,2
2026-07-10 08:03:51,16,HIGH,12,0,1,3
2026-07-10 08:03:51,13,MEDIUM,10,0,0,3
2026-07-10 08:03:51,15,MEDIUM,12,0,0,3
2026-07-10 08:03:51,15,MEDIUM,12,0,0,3
2026-07-10 08:03:52,14,MEDIUM,10,1,0,3
2026-07-10 08:03:52,16,HIGH,12,1,0,3
2026-07-10 08:03:52,17,HIGH,11,1,0,5
2026-07-10 08:03:52,15,MEDIUM,11,0,0,4
2026-07-10 08:03:52,15,MEDIUM,10,0,0,5
2026-07-10 08:03:52,14,MEDIUM,11,0,0,3
2026-07-10 08:03:52,15,MEDIUM,12,1,0,2
2026-07-10 08:03:52,16,HIGH,13,0,1,2
2026-07-10 08:03:52,14,MEDIUM,11,1,0,2
2026-07-10 08:03:52,18,HIGH,15,1,0,2
2026-07-10 08:03:52,17,HIGH,14,0,0,3
2026-07-10 08:03:52,15,MEDIUM,13,0,0,2
2026-07-10 08:03:52,17,HIGH,14,1,0,2
2026-07-10 08:03:53,14,MEDIUM,12,1,0,1
2026-07-10 08:03:53,16,HIGH,12,1,0,3
2026-07-10 08:03:53,16,HIGH,13,0,0,3
2026-07-10 08:03:53,16,HIGH,12,1,1,2
2026-07-10 08:03:53,16,HIGH,11,1,0,4
2026-07-10 08:03:53,12,MEDIUM,8,1,0,3
2026-07-10 08:03:53,13,MEDIUM,9,1,0,3
2026-07-10 08:03:53,13,MEDIUM,9,1,0,3
2026-07-10 08:03:53,15,MEDIUM,12,0,0,3
2026-07-10 08:03:53,15,MEDIUM,11,0,0,4
2026-07-10 08:03:53,16,HIGH,10,1,1,4
2026-07-10 08:03:53,13,MEDIUM,10,0,0,3
2026-07-10 08:03:53,15,MEDIUM,10,1,1,3
2026-07-10 08:03:53,17,HIGH,12,1,1,3
2026-07-10 08:03:53,14,MEDIUM,10,1,0,3
2026-07-10 08:03:54,15,MEDIUM,11,1,0,3
2026-07-10 08:03:54,11,MEDIUM,9,0,0,2
2026-07-10 08:03:54,12,MEDIUM,9,0,0,3
2026-07-10 08:03:54,13,MEDIUM,10,0,0,3
2026-07-10 08:03:54,11,MEDIUM,8,0,0,3
2026-07-10 08:03:54,13,MEDIUM,10,0,0,3
2026-07-10 08:03:54,13,MEDIUM,10,0,0,3
2026-07-10 08:03:54,12,MEDIUM,9,0,0,3
2026-07-10 08:03:54,13,MEDIUM,10,0,0,3
2026-07-10 08:03:54,15,MEDIUM,11,0,0,4
2026-07-10 08:03:54,13,MEDIUM,10,0,0,3
2026-07-10 08:03:54,16,HIGH,12,0,0,4
2026-07-10 08:03:54,15,MEDIUM,12,0,0,3
2026-07-10 08:03:54,15,MEDIUM,12,0,0,3
2026-07-10 08:03:54,15,MEDIUM,12,0,0,3
2026-07-10 08:03:54,17,HIGH,12,1,1,3
2026-07-10 08:03:54,15,MEDIUM,12,0,0,3
2026-07-10 08:03:54,15,MEDIUM,12,0,0,3
2026-07-10 08:03:55,15,MEDIUM,12,0,0,3
2026-07-10 08:03:55,15,MEDIUM,12,0,0,3
2026-07-10 08:03:55,15,MEDIUM,12,0,0,3
2026-07-10 08:03:55,16,HIGH,13,0,0,3
2026-07-10 08:03:55,15,MEDIUM,12,0,0,3
2026-07-10 08:03:55,15,MEDIUM,12,0,0,3
2026-07-10 08:03:55,15,MEDIUM,12,0,0,3
2026-07-10 08:03:55,15,MEDIUM,12,0,0,3
2026-07-10 08:03:55,15,MEDIUM,12,0,0,3
2026-07-10 08:03:55,15,MEDIUM,12,0,0,3
2026-07-10 08:03:55,15,MEDIUM,12,0,0,3
2026-07-10 08:03:55,17,HIGH,14,0,0,3
2026-07-10 08:03:55,14,MEDIUM,11,0,0,3
2026-07-10 08:03:55,14,MEDIUM,11,0,0,3
2026-07-10 08:03:55,15,MEDIUM,12,0,0,3
2026-07-10 08:03:55,16,HIGH,12,0,0,4
2026-07-10 08:03:55,14,MEDIUM,11,0,0,3
2026-07-10 08:03:55,15,MEDIUM,12,0,0,3
2026-07-10 08:03:55,15,MEDIUM,12,0,0,3
2026-07-10 08:03:56,15,MEDIUM,12,0,0,3
2026-07-10 08:03:56,15,MEDIUM,12,0,0,3
2026-07-10 08:03:56,14,MEDIUM,11,0,0,3
2026-07-10 08:03:56,13,MEDIUM,10,0,0,3
2026-07-10 08:03:56,13,MEDIUM,10,0,0,3
2026-07-10 08:03:56,12,MEDIUM,11,0,0,1
2026-07-10 08:03:56,15,MEDIUM,14,0,0,1
2026-07-10 08:03:56,14,MEDIUM,13,0,0,1
2026-07-10 08:03:56,13,MEDIUM,12,0,0,1
2026-07-10 08:03:56,13,MEDIUM,12,0,0,1
2026-07-10 08:03:56,13,MEDIUM,12,0,0,1
2026-07-10 08:03:56,13,MEDIUM,12,0,0,1
2026-07-10 08:03:56,13,MEDIUM,12,0,0,1
2026-07-10 08:03:56,13,MEDIUM,12,0,0,1
2026-07-10 08:03:56,13,MEDIUM,12,0,0,1
2026-07-10 08:03:56,13,MEDIUM,12,0,0,1
2026-07-10 08:03:56,14,MEDIUM,12,0,0,2
2026-07-10 08:03:56,13,MEDIUM,12,0,0,1
2026-07-10 08:03:57,14,MEDIUM,13,0,0,1
2026-07-10 08:03:57,13,MEDIUM,12,0,0,1
2026-07-10 08:03:57,13,MEDIUM,12,0,0,1
2026-07-10 08:03:57,14,MEDIUM,13,0,0,1
2026-07-10 08:03:57,14,MEDIUM,13,0,0,1
2026-07-10 08:03:57,15,MEDIUM,14,0,0,1
2026-07-10 08:03:57,15,MEDIUM,14,0,0,1
2026-07-10 08:03:57,16,HIGH,15,0,0,1
2026-07-10 08:03:57,15,MEDIUM,13,0,0,2
2026-07-10 08:03:57,16,HIGH,13,0,0,3
2026-07-10 08:03:57,15,MEDIUM,13,0,0,2
2026-07-10 08:03:57,14,MEDIUM,13,0,0,1
2026-07-10 08:03:57,15,MEDIUM,13,0,0,2
2026-07-10 08:03:57,14,MEDIUM,13,0,0,1
2026-07-10 08:03:57,15,MEDIUM,13,0,0,2
2026-07-10 08:03:57,16,HIGH,13,0,0,3
2026-07-10 08:03:57,15,MEDIUM,12,0,0,3
2026-07-10 08:03:57,15,MEDIUM,12,0,0,3
2026-07-10 08:03:58,16,HIGH,13,0,0,3
2026-07-10 08:03:58,15,MEDIUM,12,0,0,3
2026-07-10 08:03:58,17,HIGH,15,0,0,2
2026-07-10 08:03:58,15,MEDIUM,13,0,0,2
2026-07-10 08:03:58,15,MEDIUM,14,0,0,1
2026-07-10 08:03:58,16,HIGH,15,0,0,1
2026-07-10 08:03:58,16,HIGH,15,0,0,1
2026-07-10 08:03:58,15,MEDIUM,14,0,0,1
2026-07-10 08:03:58,16,HIGH,14,0,0,2
2026-07-10 08:03:58,16,HIGH,14,0,0,2
2026-07-10 08:03:58,15,MEDIUM,14,0,0,1
2026-07-10 08:03:58,17,HIGH,15,0,0,2
2026-07-10 08:03:58,17,HIGH,15,0,0,2
2026-07-10 08:03:58,15,MEDIUM,13,0,1,1
2026-07-10 08:03:58,17,HIGH,15,0,1,1
2026-07-10 08:03:58,16,HIGH,14,0,0,2
2026-07-10 08:03:58,15,MEDIUM,13,0,0,2
2026-07-10 08:03:58,15,MEDIUM,13,0,0,2
2026-07-10 08:03:58,14,MEDIUM,12,0,0,2
2026-07-10 08:03:59,14,MEDIUM,12,0,0,2
2026-07-10 08:03:59,16,HIGH,14,0,0,2
2026-07-10 08:03:59,13,MEDIUM,11,0,0,2
2026-07-10 08:03:59,14,MEDIUM,12,0,0,2
2026-07-10 08:03:59,14,MEDIUM,12,0,0,2
2026-07-10 08:03:59,14,MEDIUM,12,0,0,2
2026-07-10 08:03:59,14,MEDIUM,12,0,1,1
2026-07-10 08:03:59,14,MEDIUM,12,0,1,1
2026-07-10 08:03:59,14,MEDIUM,12,0,1,1
2026-07-10 08:03:59,13,MEDIUM,11,0,1,1
2026-07-10 08:03:59,14,MEDIUM,12,0,1,1
2026-07-10 08:03:59,15,MEDIUM,13,0,1,1
2026-07-10 08:03:59,15,MEDIUM,13,0,1,1
2026-07-10 08:03:59,14,MEDIUM,12,0,1,1
2026-07-10 08:03:59,16,HIGH,14,0,1,1
2026-07-10 08:03:59,16,HIGH,14,0,1,1
